,tweet,binaereKlassifikation,granulareKlassifikation
2474,@pipi_netanyahoo @JensHagen12 Aber sie hat die Haare schön! <U+261D><U+0001F3FB>,OFFENSE,INSULT
2475,"@D_P_com Doch! |LBR| Die Sache ist ganz einfach! |LBR| Wer nicht bürgt, muss auch nicht zahlen. |LBR| Niemand mit chronischem Infantilitätssyndrom wurde gezwungen zu bürgen. |LBR| Karma is a bitch.",OFFENSE,INSULT
2476,@Reser4t @NetteLiebe @123Lenchen Ich dachte eher an ein Echthaartoupet. <U+0001F602>,OTHER,OTHER
2477,@KarlSchneider1 Und Hetzer sind immer die anderen...,OTHER,OTHER
2478,@GutmannManfred Aber wirklich der Rest der Restlaufzeit.,OTHER,OTHER
2479,@wortgourmande @GoeringEckardt @GrueneBundestag Ich möchte mich deiner/Ihrer Aussage hochachtungsvoll anschließen.,OTHER,OTHER
2480,@Netzdenunziant @egon_dorge Mit Vergleichen hat's der Hotte nicht so. |LBR| Es würde ihn erstens überfordern und zweitens überführen...,OFFENSE,INSULT
2481,@Wunderl97628159 So isses. |LBR| Sogar meine Katze saß wie gebannt vor'm Fernseher... <U+0001F609>,OTHER,OTHER
2482,"Hallo liebe Freunde des deutschen Handballsports, |LBR| gestern wieder alle mitgefiebert, als unsere deutschen Jungs auch den Iberern deren Grenzen aufgezeigt haben? |LBR| Keine weinerliche Özil-Pussi im Team, keine lächerliche Föhnwelle à la Löw, herzerfrischender Sport einfach, schön.",OFFENSE,INSULT
2483,"@Grals_Hueter Eine \""""Sie\""also... |LBR| Sie schaut sehr streng. |LBR| Und ganz klar im Kopf scheint sie auch nicht zu sein.",OFFENSE,INSULT
2484,@ZeisbergMichael Die hat einfach nur ein herrliches Rad ab. |LBR| Punkt.,OFFENSE,INSULT
2485,@Galactica2019 Anti-Faltencreme! <U+261D><U+0001F3FB> |LBR| Faltencreme hat sie offenbar reichlich konsumiert. <U+0001F602>,OFFENSE,ABUSE
2486,@antifaraus @Guardofbrain Meine Antwort auf diese Hassrede der vertrockneten Knobloch ist in diesem Land nicht verfügbar.,OFFENSE,ABUSE
2487,@Amygdala712 Du bist nicht alleine... <U+0001F602>,OTHER,OTHER
2488,@Amygdala712 @Galactica2019 Sowas würde ich meinem (kranken) Kind niemals antun.,OTHER,OTHER
2489,"@wolfssanguis @EpochTimesDE Dass die Zahl der Neuanträge sinkt, sagt doch gar nichts aus. |LBR| Erst wenn man diese Zahlen denen der abgelehnten UND rückgeführten/abgeschobenen Bewerber gegenüberstellt, ergibt sich ein realistisches Bild. |LBR| Und dieses Bild sagt, dass wir die abgelehnten nicht ausreichend loswerden.",OTHER,OTHER
2490,"@Galactica2019 Was soll diese ganze Scheiße überhaupt? |LBR| Eine 16jährige mit multiplen psychischen Erkrankungen wie einen Bär mit Ring in der Nase durch die Manege führen. |LBR| Und sich dann einen runterholen, weil die eigene Dummheit bestätigt wird? |LBR| Die sind doch total bescheuert!",OFFENSE,INSULT
2491,@Yuma_lein @Reconquista_E Sollen die sich in ihrem Bertelsmann-Kreiswichsverein doch gepflegt an ihrer vertrockneten Liz Mohn aufgeilen.,OFFENSE,ABUSE
2492,"@JohannesNormann Die sogenannte Umwelthilfe kann sich ins Knie ficken, multipel und knochentrocken. |LBR| Freie Fahrt für freie Bürger. |LBR| Ende der Durchsage.",OFFENSE,PROFANITY
2493,@Yuma_lein @Reconquista_E War ja klar! |LBR| Die radikalisierte Turbohetzerin vom ultrarechten Rand... <U+0001F602> <U+0001F602> <U+0001F602>,OFFENSE,PROFANITY
2494,"Der Mittwoch |LBR| Diesel-Grenzwerte offenbar frei erfunden, |LBR| Kohlekommission plant Entschädigungen für Energieversorger(Wer das bezahlt, ist klar?!), |LBR| der #Migrationsbericht könnte auch von den Brüdern Grimm sein, |LBR| Merkel glaubt immer noch an einen #Brexit-Endsieg. |LBR| Doch, läuft bei uns.",OTHER,OTHER
2495,"BMI Seehofer mit der #FakeNews der Woche. |LBR| Anstatt wahrheitsgemäß die Zahlen der abgelehnten UND abgeschobenen Asylbewerber denen der Neuanträge gegenüberzustellen (es hätten also mehr als 162 000! abgeschoben werden müssen), phantasiert er von \""""kontinuierlichem Rückgang\""""!",OFFENSE,INSULT
2496,@oberguru55 @je_saar Stimmt. |LBR| Musste oft genug Screenshots machen. |LBR| Sollen diese RTL-Wichser doch in ihrer Wohlfühlblase bleiben.,OFFENSE,ABUSE
2497,"@Helheimer Die unterschiedlichen Hautfarben unterschiedlicher Kontinente, so ist es mir zumindest in Erinnerung.",OTHER,OTHER
2498,"@Anke52936620 @Galactica2019 @Adolfion2X44 @frazionetoskana @RSigurdurson @outofvalhalla @Futureworldxxl @Lanyihunter1 @assassina36 @karina140911 @bergifrau00 Bei dem ist immer Mittwoch, auch dienstags. <U+0001F602>",OTHER,OTHER
2499,@Invictu53409591 @OnymOnymO Und sie sind aktueller denn je.,OTHER,OTHER
2500,@MarvinRuebhagen Ich bleibe dennoch ein Raser... <U+0001F602>,OTHER,OTHER
2501,"@frazionetoskana @RSigurdurson @Anke52936620 @outofvalhalla @Futureworldxxl @Lanyihunter1 @assassina36 @karina140911 @bergifrau00 Und er Jungfrau. |LBR| Wie Macron, bis er seine Lehrerin gebumst hat.",OFFENSE,INSULT
2502,@RSigurdurson @frazionetoskana @outofvalhalla @Futureworldxxl @Lanyihunter1 @Anke52936620 @assassina36 @karina140911 @bergifrau00 Peter Maffay ist ein Muräne. |LBR| Er kommt aus Muränien. <U+0001F602> <U+0001F602> <U+0001F602> |LBR| J. v. d. Lippe,OFFENSE,INSULT
2503,"@frazionetoskana @Futureworldxxl @Lanyihunter1 @Anke52936620 @assassina36 @karina140911 @bergifrau00 @outofvalhalla Was jetzt genau die fallenden Grenzen mit einer Reise im klapprigen Ford zum Franzmann zu tun haben, wird uns die Wuchtbrumme aus Mendig wahrscheinlich erst in ihrem nächsten Tweet erklären. |LBR| Aber Logik ist ja nun nicht so die Stärke der Sozen.",OFFENSE,ABUSE
2504,@hansalbers100 @trumpalumpa911 Der Typ hat doch nen Riss im Deich. <U+0001F602>,OFFENSE,INSULT
2505,@Hannoveraner201 @Aufzeigen2015 Aber sie lächelt doch immer so vielsagend... |LBR| Zählt das gar nicht? <U+0001F602><U+0001F602><U+0001F602>,OFFENSE,INSULT
2506,"@krippmarie @PauleHasi13 @de_sputnik Der dicke Elmar! <U+0001F602> |LBR| Die fleischgewordene Schlaftablette muss auch zusehen, wie sie ihre vielen Schnitzel bezahlt. |LBR| Als Eu-Kasper lebt man eh schon an der Grenze zur Armut. |LBR| Habt Erbarmen!",OFFENSE,INSULT
2507,@Anemalon19 Wie ich bereits sagte: Arschlöcher.,OFFENSE,INSULT
2508,@truthful_german Von mir jedenfalls nicht mehr.,OFFENSE,INSULT
2509,@MadameSchwarzi Kann man da nicht zum Freundschaftsbesuch kommen? |LBR| Beispielsweise durch die Ardennen? <U+0001F914>,OTHER,OTHER
2510,"@NetteLiebe @wellejena Unpopuläre Verträge werden nunmal intransparent unter weitgehendem Ausschluss der Öffentlichkeit ausgehandelt, siehe TTIP, Migrations-, Flüchtlingspakt, Aachener Vertrag usw. |LBR| Merkel ist verhasst wie nie, Macron ist ein drap rouge für alle Franzosen, also am besten alles lautlos.",OFFENSE,INSULT
2511,"@Feindpresse Dekadenz, Brot und Spiele sind das letzte Stadium, bevor eine Zivilisation untergeht. |LBR| Der Irrsinn ist zur Regel geworden, das Kranke zur Norm. |LBR| Dieses Narrenschiff Deutschland steuert mit Volldampf auf ein Riff zu. |LBR| Rette sich wer kann!",OFFENSE,ABUSE
2512,"Wenn man in seinem eigenen Land vollkommen isoliert ist, dann schließt man mit einem anderen Isolierten einen Vertrag und ist ab sofort gemeinsam isoliert. |LBR| So geht Machterhalt bei Verhassten! |LBR| Übrigens, die Dicke und ihr Jüngling wurden in Aachen ausgebuht u. |LBR| ausgepfiffen.",OFFENSE,INSULT
2513,"Ich bin jetzt nicht so auf dem laufenden, was den Aachener Vertrag von heute angeht. |LBR| Hat Merkel jetzt die Rückgabe von Elsass-Lothringen an Deutschland ausgehandelt oder warum wird um den Vertrag mit Ödipus so ein Zirkus gemacht?",OTHER,OTHER
2514,@ThomasRaue War das jetzt holländischer Rassismus?<U+0001F602>,OTHER,OTHER
2515,"@ukw11 Wenn ich stumme Moslems und Farbige sehe, die das Lied der Deutschen nicht mitsingen, weil man sich in vierter Generation immer noch nicht integriert hat, dann kriege ich Puls.",OFFENSE,ABUSE
2516,"Wer gestern Handball geguckt hat, der konnte tatsächlich eine \""""Mannschaft\""sehen, die sich füreinander den Arsch aufgerissen hat. |LBR| Anders als unsere lustlose Fußball-Truppe gleichen Namens, bestehend aus verzogenen Balltretern, die alles mögliche, nur keine Mannschaft sind.",OFFENSE,PROFANITY
2517,"Ein neuer Tag, derselbe Irrsinn. |LBR| Der grüne Oberkasper Tschemm Ötzdemier spricht bei der Diskussion um ein Tempolimit von einem \""""Gebot der Vernunft\"""". |LBR| Nein Tschemm, kein Ge-, sondern ein weiteres Verbot wäre das. |LBR| Aachener Vertrag. |LBR| Zwei verhasste Auslaufmodelle erzählen Märchen...",OFFENSE,INSULT
2518,@AndreasStraub @heike_gassmann Ich kann nicht mehr! |LBR| <U+0001F923> <U+0001F923> <U+0001F923> |LBR| You've made my day. <U+0001F602> <U+0001F602> <U+0001F602>,OTHER,OTHER
2519,"@afgveteran Keine verzogenen Moslemsöhnchen, die sich trotz eigener Mittelmäßigkeit für ziemlich endlaser halten, Sportler, die keine eitlen Selbstdarsteller sind und im Fall einer Niederlage nie die Schuld beim Mitspieler suchen. |LBR| Eigenschaften, die Sportler kulturfremder Kreise nicht haben.",OFFENSE,ABUSE
2520,@CorneliaNoack Es würde mich wundern wenn nicht...,OTHER,OTHER
2521,@GogolLafit @WstSm Du verlangst ja Sachen... <U+0001F602>,OTHER,OTHER
2522,@WstSm @GogolLafit Einfach an meine Fersen heften. <U+0001F602>,OTHER,OTHER
2523,"@Reconquista_E @Louiecrit Ich wollte schon immer wissen, was nach Bischof kommt. |LBR| Jetzt weiß ich es, anal! <U+0001F602> <U+0001F602> <U+0001F602> <U+0001F602>",OFFENSE,ABUSE
2524,"@Louiecrit Khalil, Die Flucht aus Syrien |LBR| o. |LBR| Wie ich ein ganzes Volk verarschte, weil ich ja eigentlich gar kein Flüchtling war, mehrere falsche Identitäten hatte, meine Steinzeitreligion unter's Volk brachte, beim Alter log und illegal einreiste. |LBR| Aber ansonsten ist alles genau so passiert!",OFFENSE,ABUSE
2525,"@Naund10 @WhomGodHelps Das Gesicht von Ralle, wenn man ihm mit knallharten Argumenten kommt: Unbezahlbar! <U+0001F602> <U+0001F602> <U+0001F602>",OFFENSE,INSULT
2526,"@Reconquista_E @Schlumpfnazi471 @Prime_time_Keim @RupertaModer @buerger18 @dpa @b_thaler Dein Deutsch ist ja noch schlimmer als das von Timo, du Kein! <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>",OFFENSE,INSULT
2527,@Schlumpfnazi471 @Prime_time_Keim @RupertaModer @buerger18 @dpa @b_thaler Das fragst du den Timo am besten einmal selbst.,OTHER,OTHER
2528,"@Prime_time_Keim @RupertaModer @buerger18 @dpa @b_thaler Hallo Timo, wir müssen jetzt noch an Orthographie, Grammatik, Satzbau und Interpunktion bei dir feilen, dann darfst du auch bei den ganz Großen mitpöbeln. |LBR| Bis dahin vergnüge dich bitte weiter mit deinem Schaukelpferd, ich hoffe, dein Zosse ist nicht rassistisch.",OFFENSE,INSULT
2529,@Reconquista_E @Torsten62128502 @Feindpresse Dieses Land ist am Ende! <U+0001F923><U+0001F923><U+0001F923>,OTHER,OTHER
2530,@Reconquista_E @Torsten62128502 @Feindpresse So was schreiben Menschen in ihre Bio? <U+0001F914> |LBR| <U+0001F602> <U+0001F602> <U+0001F602>,OTHER,OTHER
2531,@willplaat @Terzia82 @er1k_w @Ralf_Stegner Okay! |LBR| Jetzt noch ein kräftiges #Nazisraus und du darfst wieder mitmachen. <U+0001F602>,OTHER,OTHER
2532,@er1k_w @Ralf_Stegner Geilste Umfrage des Tages! <U+0001F602> |LBR| Ich folge. <U+0001F44D><U+0001F3FB>,OFFENSE,PROFANITY
2533,"@Ich_bin_ich_666 @Ofenschlampe Deine Deutschsprachenkenntnisse sind durchaus in Ordnung, das versiffte MSM-Kartell erarbeitet nur laufend neue ideologische Wortschöpfungen, die der eigenen Ohnmacht dem politisch Andersdenkenden gegenüber gerecht werden sollen.<U+0001F609>",OFFENSE,ABUSE
2534,"@Alexplantsatree @griechenwoos2 @Die_Gruenen Schon die Wörter \""""schmutzige Technologien\""implizieren, dass der Automobilbau eine Technologie ist, die entsorgt werden müsse. |LBR| Nur leider ist die Elektromobilität keine adäquate Alternative zum Auto mit Verbrennungsmotor und Kernenergie wurde aus reinem Opportunismus aufgegeben.",OTHER,OTHER
2535,"@AliceWo18626168 Das ist Volksverdummung plus Hirnwäsche plus echter Populismus, den die bayrische Geistesgröße da an den Tag legt.",OFFENSE,INSULT
2536,"Heute verkündete der allseits beliebte Innenminister Seehofer(seines Zeichens im geistigen Vorruhestand) freudestrahlend, dass im letzten so viele Rücküberstellungen von Flüchtlingen wie noch nie durchgeführt wurden. |LBR| Was sagen uns diese Zahlen? |LBR| Ja nichts, gar nichts.",OFFENSE,INSULT
2537,"@Alexplantsatree @griechenwoos2 @Die_Gruenen 82% der Deutschen müssen nicht einmal unrecht haben oder irren. |LBR| Ob der sogenannte Klimawandel aber menschengemacht ist, wenn es ihn denn gibt, das ist die Gretchenfrage.",OTHER,OTHER
2538,@dirk_pietzsch @alexarusss @Die_Gruenen Aber richtige Vollidioten! |LBR| Diese Nachtwächter treiben jeden Tag 'ne neue Klimasau durch's Dorf.,OFFENSE,ABUSE
2539,"@Reconquista_E @Torsten62128502 @Feindpresse Der \""""Stürmer\""des Politbüros, ein widerliches Sudelblatt.",OTHER,OTHER
2540,Grüne Logik oder dogmatischer Kulturmarxismus für Idioten |LBR| Kalter Winter = Klimawandel |LBR| Schnee im Winter =Klimawandel |LBR| Milder Winter = Klimawandel |LBR| Heißer Sommer = Klimawandel |LBR| Trockener Sommer = Klimawandel |LBR| Nasser Sommer = Klimawandel |LBR| Dummheit hat einen Namen: @Die_Gruenen,OFFENSE,ABUSE
2541,"@MalteKaufmann @walsberger49 Man kann im Prinzip ALLES behaupten. |LBR| Ob diese Behauptung einer späteren Überprüfung standhält, ist doch dabei sekundär. |LBR| Hauptsache, man hat dem politischen Gegner erstmal eine mitgegeben, die Wirkung der Behauptung inklusive.",OTHER,OTHER
2542,"@frenchotto @Lanyihunter1 @georg_bach @frazionetoskana @MadameSchwarzi @assassina36 @Cinzia0118 @Futureworldxxl @karina140911 @bergifrau00 @m_aus_s @outofvalhalla @botanikqueen @Anke52936620 @NordischbyNatur Ich bitte hiermit um Entschuldigung. |LBR| Ich gelobe feierlich, nie wieder unsere schuppigen Flossenträger zu beleidigen. |LBR| Jetzt noch ein kräftiges #Nazisraus und dann ist aber auch gut. <U+0001F609>",OFFENSE,ABUSE
2543,"Die Klima-Idioten von Grün bis Grünlinks verfallen in kollektive Hysterie, weil - haltet euch fest - draußen gerade Winter ist. |LBR| Mitten im Januar! |LBR| Den Vogel abgeschossen hat - wer auch sonst - die Grüne Höhn, die vom Ausfall des Golfstroms phantasiert. |LBR| Kollektiver Dachschaden!",OFFENSE,ABUSE
2544,"@Lanyihunter1 @georg_bach @frazionetoskana @MadameSchwarzi @assassina36 @Cinzia0118 @Futureworldxxl @karina140911 @bergifrau00 @m_aus_s @outofvalhalla @botanikqueen @Anke52936620 @NordischbyNatur Ich schrieb dazu, dass Frau Höhn dumm wie ein Eimer Fischmehl ist. |LBR| Ich untertrieb schamlos.",OFFENSE,INSULT
2545,"@HeinrichHeine12 @profraika Das wäre ja Aufruf zur Gewalt und gegen sämtliche \""""Twitter-Regeln\"""". |LBR| Tzzz.",OTHER,OTHER
2546,@frazionetoskana @Futureworldxxl @karina140911 @bergifrau00 @Lanyihunter1 @assassina36 @m_aus_s @outofvalhalla @botanikqueen @Anke52936620 @MadameSchwarzi @NordischbyNatur Diese Erkenntnis erschüttert mich bis ins Mark. |LBR| Nicht. <U+0001F61D>,OTHER,OTHER
2547,@frazionetoskana @Futureworldxxl @karina140911 @bergifrau00 @Lanyihunter1 @assassina36 @m_aus_s @outofvalhalla @botanikqueen @Anke52936620 @MadameSchwarzi @NordischbyNatur Ich wollte nur nett sein. <U+0001F602>,OTHER,OTHER
2548,@frazionetoskana @Futureworldxxl @karina140911 @bergifrau00 @Lanyihunter1 @assassina36 @m_aus_s @outofvalhalla @botanikqueen @Anke52936620 @MadameSchwarzi @NordischbyNatur Musst du mal pipi? <U+0001F923><U+0001F923><U+0001F923>,OFFENSE,INSULT
2549,@IQ_Stimulator @Marco25177219 Die Höhn ist doch dumm wie ein Eimer Fischmehl.,OFFENSE,INSULT
2550,@frazionetoskana @Futureworldxxl @karina140911 @bergifrau00 @Lanyihunter1 @assassina36 @m_aus_s @outofvalhalla @botanikqueen @Anke52936620 @MadameSchwarzi @NordischbyNatur Aber schöne Lippen hat sie... |LBR| Die kann sie auf dem Mittelmeer als Rettungsboot für Migranten einsetzen... |LBR| Über die Zwangsverlinkung wird noch zu reden sein. <U+0001F602>,OFFENSE,INSULT
2551,"@Kuestenkorsar @Libra08101 Erinnert mich an die Speisung der 5000, bei der der Heiland auf wundersame Weise Brot vermehrte, so dass alle satt wurden.",OTHER,OTHER
2552,@andreanase1 @WilmaJung Aha. |LBR| Und ich bin ein Zwergpudel. |LBR| Schönschön.,OTHER,OTHER
2553,@demokratienetz @Twitter @Mica4711 Ein Widerling allererster Kajüte. |LBR| Der hätte bei den Nazis einen genauso guten Blockwart abgegeben wie als IM bei Mielke.,OFFENSE,INSULT
2554,@DBahlke @SnoopyDo3 Teer ist jetzt aber auch brennbar? <U+0001F914>,OTHER,OTHER
2555,"@tagesschau Unfassbar, dass solch ein Abschaum überhaupt zu einer Wahl zugelassen wird. |LBR| Das sagt wohl alles über den Zustand dieses Landes aus.",OFFENSE,ABUSE
2556,@Ferrox_ Na das wird die Antifanten aber freuen!,OFFENSE,ABUSE
2557,@Ferrox_ Spielberg fällt jetzt vom Hocker...,OTHER,OTHER
2558,@Torsten62128502 @Feindpresse Nur noch von der taz übertroffen...,OTHER,OTHER
2559,"Im Fernsehen läuft gerade die Doku \""""Tod auf dem Scheiterhaufen\"""". |LBR| Was macht eigentlich die Bundeskanzlerin?",OFFENSE,ABUSE
2560,"@Torsten62128502 @Lil_Lizzy_Luna @SteinbachErika @StBrandner Linke Realitätsverweigerer haben damit regelmäßig ein Problem. Solange es nur die vermeintlich \""""Richtigen\""erwischt, ist alles tolerierbar, im Namen der \""""Demokratie\"""". |LBR| Mich widert das unsagbar an.",OFFENSE,ABUSE
2561,"@frazionetoskana @Futureworldxxl @NordischbyNatur @assassina36 @Anke52936620 @Lanyihunter1 @m_aus_s @karina140911 @bergifrau00 Ressourcen vernichtende Elektromobilität, ein Verkehrsminister, der die stinkenden und die Autobahn verstopfenden Lkw's nicht auf die Schiene zwingt, Gülle, die uns mit ihrem Feinstaub zu Hunderttausenden dahinrafft (lach), dagegen die saubersten u. verbrauchärmsten Autos ever.",OTHER,OTHER
2562,"@Lil_Lizzy_Luna @SteinbachErika @StBrandner Ungefähr so wie das Video von \""""Antifa-Zeckenbiss\"""", als das Narrativ von \""""Hetzjagden\""in Chemnitz entstand. Der durchgeknallte Regierungssprecher unserer Gottkanzlerin sprach da auch von \""""unumstößlichen und eindeutigen Beweisen\"""". |LBR| Heute wissen wir, dass es keine Hetzjagden gab.",OFFENSE,INSULT
2563,"@Lil_Lizzy_Luna @SteinbachErika @StBrandner Aha. |LBR| Wer keine Quelle für seine Behauptung angibt, ist ein Lügner. |LBR| Dass wir bei dieser Behauptung nicht unbedingt vom Gegenteil ausgehen müssen, dazu sollte der gesunde Menschenverstand und keine Wiki-Quelle ausreichen.",OTHER,OTHER
2564,"@HaltenStill @NordischbyNatur Meine Fresse! |LBR| Das sind ja visuelle Offenbarungseide oder ein Ratgeber für \""""Ich kann nix, aber wirklich gar nix und lache euch trotzdem alle aus!\""",OFFENSE,INSULT
2565,"@GOR_KS @Connybub Ich bin aber auch ein Dummerchen. |LBR| Hätt' ich aber auch selber drauf kommen können! |LBR| Obwohl, wofür brauchen die Passagierlisten?",OTHER,OTHER
2566,@CapAlpha @Feindpresse @Twitter @Mica4711 Auch solche Accounts gehen irgendwann den Weg alles Irdischen...,OTHER,OTHER
2567,"@StinglThomas Da steht sowohl \""""Flüchtlinge\""als auch \""""Migranten\"""". |LBR| Das wird mittlerweile alles in einen Topf geschmissen. |LBR| Obwohl es auch völlig egal ist, ob wir abgelehnte Asylforderer oder eben illegale Migranten nicht wieder loswerden.",OFFENSE,ABUSE
2568,"@afgveteran @ThomasReichelHB So ein Arschloch! |LBR| Ich kann mir leider keine Personenschützer leisten. |LBR| Und was diese geistigen Brandstifter auslösen, dazu könnte man ja mal Herrn Magnitz befragen.",OFFENSE,INSULT
2569,"@2018Wahrheit @Twitter @Mica4711 Das reicht doch wohl schon, dass dieser Mensch für die Kahane-Stiftung denunziert, den Blockwart will nicht mal Twitter!",OFFENSE,INSULT
2570,"Gedanken zum Sonntag |LBR| Hotte Seehofer ist seit gestern Ehrenspielführer der CSU (quasi ein Franz-Joseph Strauß für Arme). |LBR| Voraussetzung dafür war, dass er den Vorsitz abgibt. |LBR| Wenn Andrea Nahles jetzt den SPD-Vorsitz an ihre Nachfolgerin Kevin Kühnert übergibt... <U+0001F914> |LBR| Nee, oder?",OFFENSE,INSULT
2571,@Michael21724016 Auch darüber wird ntv noch aufklären.,OTHER,OTHER
2572,"@bernd471 @cassandralipsia @jouwatch Schade, dass sich Helmut Schmidt nicht mehr von diesem geltungssüchtigen Lackaffen distanzieren kann.",OFFENSE,INSULT
2573,"@Yuma_lein Jalla ist dabei (arabisch), |LBR| Klaus, den kennt jeder |LBR| und das letzte heißt bestimmt |LBR| Lederblümchenmandarine. |LBR| Ich bin gut, wa? <U+0001F923><U+0001F923><U+0001F923>",OTHER,OTHER
2574,"@koeterrasse @BuschFrank @ibikus31 Dass ein Irrer an der Spitze des Ärzteverbands steht, beunruhigt mich mindestens genauso wie dessen genauso irre Aussagen. |LBR| Dieses Land dreht komplett durch! |LBR| Dass Zuwanderer massenweise Infektionskrankheiten der dritten Welt wie TBC einschleppen, unterschlägt Montgomery einfach.",OFFENSE,ABUSE
2575,"@Amygdala712 @cyclinginside @frazionetoskana @Futureworldxxl @NordischbyNatur @Anke52936620 @Lanyihunter1 @MadameSchwarzi @assassina36 @m_aus_s Ich gebe meine Lieblingsaccounts in der Suchlupe ein, so finde ich sie immer schnell wieder. |LBR| Ich weiß allerdings nicht, wieviele da abgespeichert werden können.",OFFENSE,INSULT
2576,"@Invictu53409591 @wolfssanguis Das ist nichts anderes als sein Kind zu DSDS zu schicken, nur eben ein krankes Kind, um den eigenen Misserfolg zu kompensieren.",OTHER,OTHER
2577,@Invictu53409591 Liest sich ein bisschen wie ein psychologisches Gutachten... |LBR| Und es klingt nicht nach Heilung.,OTHER,OTHER
2578,@Jala_varietas Aber sowas von BDM... |LBR| Die Kahane reißt ihre #AmadeuAntonioStiftung ab.,OFFENSE,INSULT
2579,"@Zentralrat1 @Shiwa_Waltraud Früher gab's was mit dem Rohrstock, heute gibt's Hirnwäsche. |LBR| Selbst den Kleinsten wird schon eingeimpft, dass Diversität, Umvolkung und Klimahysterie ganz tolle Erfindungen des 21. Jahrhunderts sind. |LBR| Dumm und Dümmer sind die Lehrmeister an deutschen Schulen.",OFFENSE,ABUSE
2580,@EngelGert Der Mann sollte auf seine Zurechnungsfähigkeit hin untersucht werden. |LBR| #Totalschaden,OFFENSE,INSULT
2581,"@Louiecrit @Tinimaus1110 Die Kleine gehört in Behandlung, aber nicht als Galionsfigur hinter Rednerpulte.",OFFENSE,INSULT
2582,@Invictu53409591 @wolfssanguis Ihr müsst mal ihre Eltern googeln...,OTHER,OTHER
2583,@BearSpirit888 Da haben sich die Klimaschützer ein richtig völkisches Ei ins Nest gelegt.,OTHER,OTHER
2584,"@loriotfehlt @NordischbyNatur @welt Man kann ihn mögen oder nicht, man kann ihn für einen Clown halten oder nicht, man kann ihm sogar vorwerfen, Versprechungen gemacht zu haben, die schwer umsetzbar sind, aber man muss ihn nicht karikieren, weil man ihn inhaltlich nicht angreifen kann. |LBR| Aber er ist ein Patriot!",OTHER,OTHER
2585,"@merdeux_ Und dann noch diese völkischen Zöpfe! |LBR| Würde mich interessieren, was die #AmadeuAntonioStiftung dazu sagt.",OFFENSE,ABUSE
2586,"Ach ja, fast vergessen, die nette Umweltschützerin leidet unter |LBR| - Achtung - dem Asperger-Syndrom, Zwangsstörungen und last but not least an selektivem Mutismus(Quelle Wikipedia)! |LBR| Aber ansonsten geht's ihr gut...",OFFENSE,INSULT
2587,@frazionetoskana @Futureworldxxl @NordischbyNatur @Anke52936620 @Lanyihunter1 @MadameSchwarzi @cyclinginside @assassina36 @m_aus_s Der Papa ist schon am Arbeiten. <U+261D><U+0001F3FB>,OTHER,OTHER
2588,"@afgveteran Wenn Nazifresser jetzt seinen eigenen Vater verspeist, ist das dann noch Kannibalismus oder doch schon rote Notwehr? |LBR| Herr erbarme dich auch der Bekloppten, denn sie brauchen keinen Hammer...",OFFENSE,ABUSE
2589,@Jala_varietas Ich spreche in diesem Zusammenhang immer von der Diktatur der Demokraten.,OTHER,OTHER
2590,"@Scyltara @Connybub Wenn man die Zahlen der tatsächlichen Rückführungen denen der eigentlich nötigen gegenüberstellt, wird man erkennen, dass man selbst ohne einen einzigen neuen \""""Flüchtling\""beim gegenwärtigen Tempo hunderte von Jahren bräuchte, um alle wieder loszuwerden.",OTHER,OTHER
2591,"@twinny0310 @Connybub Solange die Nachschubraten größer sind als die Abschiebungsraten, wird sich die Problematik weiter verschlimmern. |LBR| In den Medien wird aber fälschlicherweise nur über sinkende Zuwandererzahlen gesprochen, die aber immer noch weit höher als die Abschiebungen sind.",OTHER,OTHER
2592,"@walsberger49 @Connybub Ja! |LBR| Isso! |LBR| Alles andere ist Bullshit. |LBR| Solange die Asylgesetzgebung nicht grundlegend geändert wird, doktert man nur an den Symptomen rum.",OFFENSE,PROFANITY
2593,"@Reconquista_E @AchimAwesome Vielleicht hätte er sie sogar geschwängert, who knows?! <U+0001F602> <U+0001F602> <U+0001F602>",OFFENSE,INSULT
2594,"@Connybub Dieses Märchen von den Rückführungen, Rückführungen und nochmals Rückführungen erzählt Merkel seit genau zwei Jahren. |LBR| Ergebnis: Die Zahl der abgelehnten und NICHT zurückgeführten Asylforderer steigt und steigt und steigt.",OTHER,OTHER
2595,"@Zar2001doz @AlexanderTill5 @tagesschau Ist doch ganz einfach, und zwar das Kind beim Namen nennen!",OTHER,OTHER
2596,"@AndreaSchlegel3 @E2demi Manchmal habe ich den Eindruck, dass Twitter nur noch aus Tucken-Triggern besteht, so viele Homos und andere Fehlgeschaltete am Start, dass man denkt, hetero sei die Ausnahme. |LBR| Mach bitte dieses fucking Bild weg, meine Ästhetik ist empfindlich gestört. <U+0001F92E><U+0001F92E><U+0001F92E>",OFFENSE,ABUSE
